Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
02;02;01;21;00;000;GASTOS EN PERSONAL;41677506;0
02;02;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;9486629;0
02;02;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
02;02;01;23;01;000;Prestaciones Previsionales;10;0
02;02;01;24;00;000;TRANSFERENCIAS CORRIENTES;30712239;0
02;02;01;24;03;000;A Otras Entidades Públicas;30615786;0
02;02;01;24;03;001;Personal Apoyo Labor Parlamentaria;13325786;0
02;02;01;24;03;002;Asesoría Externa Labor Parlamentaria;2082317;0
02;02;01;24;03;003;Gastos Operacionales Labor Parlamentaria;10899086;0
02;02;01;24;03;004;Personal Apoyo Comités;2832834;0
02;02;01;24;03;005;Asesoría Externa Comités;11;0
02;02;01;24;03;006;Gastos Operacionales Comités;36988;0
02;02;01;24;03;007;Otras Transferencias;1438764;0
02;02;01;24;07;000;A Organismos Internacionales;96453;0
02;02;01;24;07;002;Organismos Internacionales;96453;0
02;02;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;596109;0
02;02;01;29;04;000;Mobiliario y Otros;31890;0
02;02;01;29;05;000;Máquinas y Equipos;119936;0
02;02;01;29;06;000;Equipos Informáticos;157111;0
02;02;01;29;07;000;Programas Informáticos;287172;0
02;02;01;34;00;000;SERVICIO DE LA DEUDA;10;0
02;02;01;34;07;000;Deuda Flotante;10;0
02;03;01;07;00;000;INGRESOS DE OPERACIÓN;111;0
02;03;01;07;02;000;Venta de Servicios;111;0
02;03;01;08;00;000;OTROS INGRESOS CORRIENTES;107409;0
02;03;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;107409;0
02;03;01;09;00;000;APORTE FISCAL;15049761;0
02;03;01;09;01;000;Libre;14841180;0
02;03;01;09;03;000;Servicio de la Deuda Externa;208581;0
02;03;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;21007;0
02;03;01;12;10;000;Ingresos por Percibir;21007;0
02;03;01;15;00;000;SALDO INICIAL DE CAJA;10;0
02;03;01;21;00;000;GASTOS EN PERSONAL;12452540;0
02;03;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1751102;0
02;03;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;101655;0
02;03;01;23;01;000;Prestaciones Previsionales;101655;0
02;03;01;24;00;000;TRANSFERENCIAS CORRIENTES;135549;0
02;03;01;24;03;000;A Otras Entidades Públicas;135549;0
02;03;01;24;03;001;Programa Formación Cívica;118902;0
02;03;01;24;03;002;Programa de Inclusión;16647;0
02;03;01;25;00;000;INTEGROS AL FISCO;107409;0
02;03;01;25;99;000;Otros Integros al Fisco;107409;0
02;03;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;421452;0
02;03;01;29;05;000;Máquinas y Equipos;11048;0
02;03;01;29;06;000;Equipos Informáticos;201485;0
02;03;01;29;07;000;Programas Informáticos;208919;0
02;03;01;34;00;000;SERVICIO DE LA DEUDA;208591;0
02;03;01;34;02;000;Amortización Deuda Externa;198788;0
02;03;01;34;04;000;Intereses Deuda Externa;9793;0
02;03;01;34;07;000;Deuda Flotante;10;0
02;04;01;09;00;000;APORTE FISCAL;613858;0
02;04;01;09;01;000;Libre;613858;0
02;04;01;15;00;000;SALDO INICIAL DE CAJA;10;0
02;04;01;21;00;000;GASTOS EN PERSONAL;557546;0
02;04;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;52714;0
02;04;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3598;0
02;04;01;29;06;000;Equipos Informáticos;1589;0
02;04;01;29;07;000;Programas Informáticos;2009;0
02;04;01;34;00;000;SERVICIO DE LA DEUDA;10;0
02;04;01;34;07;000;Deuda Flotante;10;0
02;04;02;09;00;000;APORTE FISCAL;881259;0
02;04;02;09;01;000;Libre;881259;0
02;04;02;21;00;000;GASTOS EN PERSONAL;829837;0
02;04;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;47595;0
02;04;02;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3827;0
02;04;02;29;06;000;Equipos Informáticos;3827;0
03;01;01;08;00;000;OTROS INGRESOS CORRIENTES;7927266;0
03;01;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;7927266;0
03;01;01;09;00;000;APORTE FISCAL;444953606;0
03;01;01;09;01;000;Libre;444953606;0
03;01;01;21;00;000;GASTOS EN PERSONAL;452880872;0
03;01;02;09;00;000;APORTE FISCAL;31216973;0
03;01;02;09;01;000;Libre;31216973;0
03;01;02;21;00;000;GASTOS EN PERSONAL;31216973;0
03;03;01;06;00;000;RENTAS DE LA PROPIEDAD;130584;0
03;03;01;06;01;000;Arriendo de Activos No Financieros;130584;0
03;03;01;07;00;000;INGRESOS DE OPERACIÓN;136277;0
03;03;01;07;02;000;Venta de Servicios;136277;0
03;03;01;08;00;000;OTROS INGRESOS CORRIENTES;5482171;0
03;03;01;08;99;000;Otros;5482171;0
03;03;01;09;00;000;APORTE FISCAL;146361890;0
03;03;01;09;01;000;Libre;146361890;0
03;03;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;255070;0
03;03;01;12;07;000;Por Anticipos por Cambio de Residencia;255070;0
03;03;01;15;00;000;SALDO INICIAL DE CAJA;10;0
03;03;01;21;00;000;GASTOS EN PERSONAL;19881041;0
03;03;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;84340004;0
03;03;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;5063405;0
03;03;01;23;03;000;Prestaciones Sociales del Empleador;5063405;0
03;03;01;24;00;000;TRANSFERENCIAS CORRIENTES;7634842;0
03;03;01;24;01;000;Al Sector Privado;142832;0
03;03;01;24;01;002;Becas Postgrado;142832;0
03;03;01;24;02;000;Al Gobierno Central;7491233;0
03;03;01;24;02;001;Programa de Concesiones Ministerio de Justicia;7491233;0
03;03;01;24;07;000;A Organismos Internacionales;777;0
03;03;01;24;07;001;Organismo Internacional I.A.S.A.J.;333;0
03;03;01;24;07;002;Asociación Iberoamericana de Tribunales de Justicia Fiscal o Administrativa;444;0
03;03;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;4334159;0
03;03;01;29;03;000;Vehículos;118140;0
03;03;01;29;05;000;Máquinas y Equipos;283152;0
03;03;01;29;06;000;Equipos Informáticos;1498615;0
03;03;01;29;07;000;Programas Informáticos;2434252;0
03;03;01;31;00;000;INICIATIVAS DE INVERSIÓN;30857471;0
03;03;01;31;02;000;Proyectos;30857471;0
03;03;01;32;00;000;PRÉSTAMOS;255070;0
03;03;01;32;07;000;Por Anticipos por Cambio de Residencia;255070;0
03;03;01;34;00;000;SERVICIO DE LA DEUDA;10;0
03;03;01;34;07;000;Deuda Flotante;10;0
03;04;01;08;00;000;OTROS INGRESOS CORRIENTES;1135;0
03;04;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;1135;0
03;04;01;09;00;000;APORTE FISCAL;4183130;0
03;04;01;09;01;000;Libre;4183130;0
03;04;01;15;00;000;SALDO INICIAL DE CAJA;10;0
03;04;01;21;00;000;GASTOS EN PERSONAL;1248233;0
03;04;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;498865;0
03;04;01;24;00;000;TRANSFERENCIAS CORRIENTES;2437167;0
03;04;01;24;01;000;Al Sector Privado;2437167;0
03;04;01;24;01;017;Programa de Formación;1246787;0
03;04;01;24;01;018;Programa de Perfeccionamiento;1082988;0
03;04;01;24;01;019;Programa de Habilitación;67198;0
03;04;01;24;01;020;Programa  de Perfeccionamiento Extraordinario;40194;0
03;04;01;34;00;000;SERVICIO DE LA DEUDA;10;0
03;04;01;34;07;000;Deuda Flotante;10;0
04;01;01;08;00;000;OTROS INGRESOS CORRIENTES;380372;0
04;01;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;20;0
04;01;01;08;02;000;Multas y Sanciones Pecuniarias;1063;0
04;01;01;08;99;000;Otros;379289;0
04;01;01;09;00;000;APORTE FISCAL;96357422;0
04;01;01;09;01;000;Libre;96357422;0
04;01;01;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;40036;0
04;01;01;10;03;000;Vehículos;40006;0
04;01;01;10;04;000;Mobiliario y Otros;10;0
04;01;01;10;05;000;Máquinas y Equipos;10;0
04;01;01;10;99;000;Otros Activos no Financieros;10;0
04;01;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;160822;0
04;01;01;12;10;000;Ingresos por Percibir;160822;0
04;01;01;15;00;000;SALDO INICIAL DE CAJA;10;0
04;01;01;21;00;000;GASTOS EN PERSONAL;77616278;0
04;01;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;10977236;0
04;01;01;24;00;000;TRANSFERENCIAS CORRIENTES;26343;0
04;01;01;24;01;000;Al Sector Privado;17122;0
04;01;01;24;01;006;Otras Transferencias;17122;0
04;01;01;24;07;000;A Organismos Internacionales;9221;0
04;01;01;24;07;002;A Organismos Internacionales;9221;0
04;01;01;25;00;000;INTEGROS AL FISCO;3721;0
04;01;01;25;01;000;Impuestos;2658;0
04;01;01;25;99;000;Otros Integros al Fisco;1063;0
04;01;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1351373;0
04;01;01;29;04;000;Mobiliario y Otros;10630;0
04;01;01;29;05;000;Máquinas y Equipos;21260;0
04;01;01;29;06;000;Equipos Informáticos;699754;0
04;01;01;29;07;000;Programas Informáticos;619729;0
04;01;01;31;00;000;INICIATIVAS DE INVERSIÓN;6963701;0
04;01;01;31;02;000;Proyectos;6963701;0
04;01;01;34;00;000;SERVICIO DE LA DEUDA;10;0
04;01;01;34;07;000;Deuda Flotante;10;0
05;02;01;05;00;000;TRANSFERENCIAS CORRIENTES;20;0
05;02;01;05;01;000;Del Sector Privado;10;0
05;02;01;05;01;001;Donaciones;10;0
05;02;01;05;02;000;Del Gobierno Central;10;0
05;02;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;02;01;08;00;000;OTROS INGRESOS CORRIENTES;516681;0
05;02;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;498224;0
05;02;01;08;02;000;Multas y Sanciones Pecuniarias;18447;0
05;02;01;08;99;000;Otros;10;0
05;02;01;09;00;000;APORTE FISCAL;74153686;0
05;02;01;09;01;000;Libre;74153686;0
05;02;01;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;22477;0
05;02;01;10;03;000;Vehículos;22477;0
05;02;01;15;00;000;SALDO INICIAL DE CAJA;10;0
05;02;01;21;00;000;GASTOS EN PERSONAL;39701993;0
05;02;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;5987481;0
05;02;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;02;01;23;03;000;Prestaciones Sociales del Empleador;10;0
05;02;01;24;00;000;TRANSFERENCIAS CORRIENTES;12906666;0
05;02;01;24;03;000;A Otras Entidades Públicas;12906666;0
05;02;01;24;03;012;Administración de Complejos Fronterizos;11090677;0
05;02;01;24;03;800;Programa de Coordinación, Orden Público y Gestión Territorial;1688429;0
05;02;01;24;03;801;Programa Barrios Transitorios de Emergencias;127560;0
05;02;01;25;00;000;INTEGROS AL FISCO;498224;0
05;02;01;25;99;000;Otros Integros al Fisco;498224;0
05;02;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;164895;0
05;02;01;29;07;000;Programas Informáticos;164895;0
05;02;01;31;00;000;INICIATIVAS DE INVERSIÓN;4726794;0
05;02;01;31;02;000;Proyectos;4726794;0
05;02;01;33;00;000;TRANSFERENCIAS DE CAPITAL;10706801;0
05;02;01;33;01;000;Al Sector Privado;10706801;0
05;02;01;33;01;001;Pago a Concesiones de Complejos Fronterizos;10700563;0
05;02;01;33;01;002;Reintegro Crédito IVA  Concesiones;6238;0
05;02;01;34;00;000;SERVICIO DE LA DEUDA;10;0
05;02;01;34;07;000;Deuda Flotante;10;0
05;04;01;05;00;000;TRANSFERENCIAS CORRIENTES;192916;0
05;04;01;05;02;000;Del Gobierno Central;192916;0
05;04;01;05;02;001;Subsecretaría de Desarrollo Regional y Administrativo - Programa 02;192906;0
05;04;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;04;01;08;00;000;OTROS INGRESOS CORRIENTES;10640;0
05;04;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
05;04;01;08;99;000;Otros;10630;0
05;04;01;09;00;000;APORTE FISCAL;20717905;0
05;04;01;09;01;000;Libre;20717905;0
05;04;01;15;00;000;SALDO INICIAL DE CAJA;10;0
05;04;01;21;00;000;GASTOS EN PERSONAL;12003251;0
05;04;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;4119712;0
05;04;01;24;00;000;TRANSFERENCIAS CORRIENTES;3945069;0
05;04;01;24;01;000;Al Sector Privado;568762;0
05;04;01;24;01;041;Al Sector Privado;568762;0
05;04;01;24;02;000;Al Gobierno Central;285968;0
05;04;01;24;02;001;Red de Respaldo de Telecomunicaciones - Ejército de Chile;285968;0
05;04;01;24;03;000;A Otras Entidades Públicas;3090339;0
05;04;01;24;03;017;Capacitación en Protección Civil;175962;0
05;04;01;24;03;018;Universidad de Chile - Red Sismológica;2914367;0
05;04;01;24;03;019;Programa de Gestión del Riesgo de Desastres;10;0
05;04;01;25;00;000;INTEGROS AL FISCO;20;0
05;04;01;25;99;000;Otros Integros al Fisco;20;0
05;04;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;853409;0
05;04;01;29;03;000;Vehículos;358552;0
05;04;01;29;04;000;Mobiliario y Otros;52126;0
05;04;01;29;05;000;Máquinas y Equipos;234157;0
05;04;01;29;06;000;Equipos Informáticos;74513;0
05;04;01;29;07;000;Programas Informáticos;134061;0
05;04;01;34;00;000;SERVICIO DE LA DEUDA;10;0
05;04;01;34;07;000;Deuda Flotante;10;0
05;05;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
05;05;01;05;02;000;Del Gobierno Central;10;0
05;05;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;05;01;08;00;000;OTROS INGRESOS CORRIENTES;165409;0
05;05;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;165389;0
05;05;01;08;02;000;Multas y Sanciones Pecuniarias;10;0
05;05;01;08;99;000;Otros;10;0
05;05;01;09;00;000;APORTE FISCAL;38166441;0
05;05;01;09;01;000;Libre;20203973;0
05;05;01;09;03;000;Servicio de la Deuda Externa;17962468;0
05;05;01;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;6378;0
05;05;01;10;03;000;Vehículos;6378;0
05;05;01;15;00;000;SALDO INICIAL DE CAJA;10;0
05;05;01;21;00;000;GASTOS EN PERSONAL;17419021;0
05;05;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2322768;0
05;05;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
05;05;01;23;03;000;Prestaciones Sociales del Empleador;10;0
05;05;01;24;00;000;TRANSFERENCIAS CORRIENTES;136431;0
05;05;01;24;03;000;A Otras Entidades Públicas;136431;0
05;05;01;24;03;024;Capacitación en Desarrollo Regional y Comunal;10;0
05;05;01;24;03;409;Oficina Revitalización de Barrios e Infraestructura Patrimonial;136421;0
05;05;01;25;00;000;INTEGROS AL FISCO;165389;0
05;05;01;25;99;000;Otros Integros al Fisco;165389;0
05;05;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;332151;0
05;05;01;29;03;000;Vehículos;82914;0
05;05;01;29;04;000;Mobiliario y Otros;16508;0
05;05;01;29;07;000;Programas Informáticos;232729;0
05;05;01;34;00;000;SERVICIO DE LA DEUDA;17962478;0
05;05;01;34;02;000;Amortización Deuda Externa;15463357;0
05;05;01;34;04;000;Intereses Deuda Externa;2499111;0
05;05;01;34;07;000;Deuda Flotante;10;0
05;05;02;09;00;000;APORTE FISCAL;7798343;0
05;05;02;09;01;000;Libre;7798343;0
05;05;02;15;00;000;SALDO INICIAL DE CAJA;10;0
05;05;02;24;00;000;TRANSFERENCIAS CORRIENTES;6614118;0
05;05;02;24;02;000;Al Gobierno Central;192906;0
05;05;02;24;02;500;Servicio Nacional de Prevención y Respuesta Ante Desastres - Municipalidades (Prevención y Mitigación de Riesgos);192906;0
05;05;02;24;03;000;A Otras Entidades Públicas;6421212;0
05;05;02;24;03;026;Programa Academia Capacitación Municipal y Regional;1534002;0
05;05;02;24;03;033;Fondo Concursable  Becas - Ley N°20.742;2696418;0
05;05;02;24;03;034;Programa de Apoyo al Mejoramiento de la Gestión y de Servicios Municipales;58398;0
05;05;02;24;03;602;Municipalidades (Programa de Modernización);2132394;0
05;05;02;33;00;000;TRANSFERENCIAS DE CAPITAL;1184225;0
05;05;02;33;03;000;A Otras Entidades Públicas;1184225;0
05;05;02;33;03;602;Municipalidades (Programa de Modernización);1184225;0
05;05;02;34;00;000;SERVICIO DE LA DEUDA;10;0
05;05;02;34;07;000;Deuda Flotante;10;0
05;05;03;08;00;000;OTROS INGRESOS CORRIENTES;10;0
05;05;03;08;99;000;Otros;10;0
05;05;03;09;00;000;APORTE FISCAL;267045358;0
05;05;03;09;01;000;Libre;267045358;0
05;05;03;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;4423670;0
05;05;03;13;02;000;Del Gobierno Central;4423670;0
05;05;03;13;02;029;Servicio Nacional del Patrimonio Cultural, Programa 01;4423670;0
05;05;03;15;00;000;SALDO INICIAL DE CAJA;10;0
05;05;03;24;00;000;TRANSFERENCIAS CORRIENTES;78685773;0
05;05;03;24;03;000;A Otras Entidades Públicas;78685773;0
05;05;03;24;03;403;Municipalidades (Compensación por Predios Exentos);74875016;0
05;05;03;24;03;406;Programa de Tenencia Responsable de Animales de Compañía;3810757;0
05;05;03;25;00;000;INTEGROS AL FISCO;10;0
05;05;03;25;99;000;Otros Integros al Fisco;10;0
05;05;03;32;00;000;PRÉSTAMOS;5667935;0
05;05;03;32;04;000;De Fomento;5667935;0
05;05;03;32;04;002;Municipalidades;5667935;0
05;05;03;33;00;000;TRANSFERENCIAS DE CAPITAL;187115320;0
05;05;03;33;03;000;A Otras Entidades Públicas;187115320;0
05;05;03;33;03;005;Municipalidades (Programa de Mejoramiento Urbano y Equipamiento Comunal);90277278;0
05;05;03;33;03;006;Municipalidades (Programa Mejoramiento de Barrios);56612173;0
05;05;03;33;03;100;Municipalidades (Fondo Recuperación de Ciudades);14656065;0
05;05;03;33;03;110;Municipalidades (Fondo de Incentivo al Mejoramiento de la Gestión Municipal);16934493;0
05;05;03;33;03;111;Municipalidades (Programa Revitalización de Barrios e Infraestructura Patrimonial Emblemática);8635311;0
05;05;03;34;00;000;SERVICIO DE LA DEUDA;10;0
05;05;03;34;07;000;Deuda Flotante;10;0
05;05;05;09;00;000;APORTE FISCAL;113525861;0
05;05;05;09;01;000;Libre;113525861;0
05;05;05;33;00;000;TRANSFERENCIAS DE CAPITAL;113525861;0
05;05;05;33;03;000;A Otras Entidades Públicas;113525861;0
05;05;05;33;03;001;Provisión Fondo Nacional de Desarrollo Regional;76538652;0
05;05;05;33;03;432;Fondo de Apoyo Contingencia Regional;36987209;0
05;07;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
05;07;01;05;02;000;Del Gobierno Central;10;0
05;07;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;07;01;08;00;000;OTROS INGRESOS CORRIENTES;61800;0
05;07;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;60445;0
05;07;01;08;99;000;Otros;1355;0
05;07;01;09;00;000;APORTE FISCAL;8514366;0
05;07;01;09;01;000;Libre;8514366;0
05;07;01;15;00;000;SALDO INICIAL DE CAJA;10;0
05;07;01;21;00;000;GASTOS EN PERSONAL;6617946;0
05;07;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1329178;0
05;07;01;25;00;000;INTEGROS AL FISCO;60456;0
05;07;01;25;99;000;Otros Integros al Fisco;60456;0
05;07;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;568596;0
05;07;01;29;02;000;Edificios;249274;0
05;07;01;29;04;000;Mobiliario y Otros;11904;0
05;07;01;29;05;000;Máquinas y Equipos;21574;0
05;07;01;29;06;000;Equipos Informáticos;171234;0
05;07;01;29;07;000;Programas Informáticos;114610;0
05;07;01;34;00;000;SERVICIO DE LA DEUDA;10;0
05;07;01;34;07;000;Deuda Flotante;10;0
05;08;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
05;08;01;05;02;000;Del Gobierno Central;10;0
05;08;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;08;01;08;00;000;OTROS INGRESOS CORRIENTES;10;0
05;08;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
05;08;01;09;00;000;APORTE FISCAL;59507436;0
05;08;01;09;01;000;Libre;58996267;0
05;08;01;09;03;000;Servicio de la Deuda Externa;511169;0
05;08;01;15;00;000;SALDO INICIAL DE CAJA;10;0
05;08;01;21;00;000;GASTOS EN PERSONAL;16862449;0
05;08;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2228099;0
05;08;01;24;00;000;TRANSFERENCIAS CORRIENTES;39785450;0
05;08;01;24;02;000;Al Gobierno Central;2836890;0
05;08;01;24;02;002;Encuesta Nacional Urbana de Seguridad Ciudadana - INE;2836890;0
05;08;01;24;03;000;A Otras Entidades Públicas;36948560;0
05;08;01;24;03;111;Innovación y Transferencia de Capacidades para la Prevención del Delito;1203842;0
05;08;01;24;03;112;Plan Calle Segura;7312663;0
05;08;01;24;03;114;Programa Lazos;9151781;0
05;08;01;24;03;115;Programa Denuncia Seguro;441492;0
05;08;01;24;03;116;Sistema Municipal de Seguridad;12866104;0
05;08;01;24;03;117;Somos Barrio Comercial Protegido;1164729;0
05;08;01;24;03;118;Somos Barrio Prioritario;4807949;0
05;08;01;25;00;000;INTEGROS AL FISCO;20;0
05;08;01;25;99;000;Otros Integros al Fisco;20;0
05;08;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;120269;0
05;08;01;29;03;000;Vehículos;21671;0
05;08;01;29;04;000;Mobiliario y Otros;11055;0
05;08;01;29;05;000;Máquinas y Equipos;3189;0
05;08;01;29;06;000;Equipos Informáticos;65376;0
05;08;01;29;07;000;Programas Informáticos;18978;0
05;08;01;34;00;000;SERVICIO DE LA DEUDA;511179;0
05;08;01;34;02;000;Amortización Deuda Externa;507602;0
05;08;01;34;04;000;Intereses Deuda Externa;3567;0
05;08;01;34;07;000;Deuda Flotante;10;0
05;08;02;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
05;08;02;05;02;000;Del Gobierno Central;10;0
05;08;02;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;08;02;08;00;000;OTROS INGRESOS CORRIENTES;10;0
05;08;02;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
05;08;02;09;00;000;APORTE FISCAL;2023757;0
05;08;02;09;01;000;Libre;2023757;0
05;08;02;15;00;000;SALDO INICIAL DE CAJA;10;0
05;08;02;21;00;000;GASTOS EN PERSONAL;776089;0
05;08;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1219339;0
05;08;02;25;00;000;INTEGROS AL FISCO;20;0
05;08;02;25;99;000;Otros Integros al Fisco;20;0
05;08;02;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;28329;0
05;08;02;29;04;000;Mobiliario y Otros;5740;0
05;08;02;29;05;000;Máquinas y Equipos;10630;0
05;08;02;29;06;000;Equipos Informáticos;11959;0
05;08;02;34;00;000;SERVICIO DE LA DEUDA;10;0
05;08;02;34;07;000;Deuda Flotante;10;0
05;09;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
05;09;01;05;02;000;Del Gobierno Central;10;0
05;09;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
05;09;01;08;00;000;OTROS INGRESOS CORRIENTES;2702152;0
