Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a AGOSTO
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;001;Organismos Internacionales;19.120;19.120
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;26;OTROS GASTOS CORRIENTES;;;;;1;1
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;26;OTROS GASTOS CORRIENTES;02;Compensaciones por Daños a Terceros y/o a la Propiedad;;;1;1
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;1.601;1.744
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;0;35
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;0;18
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;05;Máquinas y Equipos;;;0;9
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;500;554
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;901;901
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;99;Otros Activos no Financieros;;;200;227
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;31;INICIATIVAS DE INVERSIÓN;;;;;1.000;1.000
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;31;INICIATIVAS DE INVERSIÓN;02;Proyectos;;;1.000;1.000
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;32;PRÉSTAMOS;;;;;100;100
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;32;PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;100;100
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;08;OTROS INGRESOS CORRIENTES;;;;;0;60
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;08;OTROS INGRESOS CORRIENTES;99;Otros;;;0;60
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;09;APORTE FISCAL;;;;;5.291;4.696
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;09;APORTE FISCAL;01;Libre;;;5.291;4.696
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;11;VENTA DE ACTIVOS FINANCIEROS;;;;;297;297
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;297;297
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;15;SALDO INICIAL DE CAJA;;;;;0;535
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;21;GASTOS EN PERSONAL;;;;;1.148;1.148
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;22;BIENES Y SERVICIOS DE CONSUMO;;;;;176;176
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;;;;;3.586;3.586
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;;;3.555;3.555
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;554;Negociaciones y Administración de Acuerdos;1.954;1.804
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;557;Defensa Comercial;173;323
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;560;Profundización Inserción Económica Asia;91;91
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;561;Programa de Defensa en Arbitrajes de Inversión Extranjera;1.337;1.337
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;;;31;31
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;001;Cooperación Técnica a Organismos Internacionales;31;31
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;189;189
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;1;1
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;58;58
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;130;130
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;;;;;192;192
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;01;Al Sector Privado;;;192;192
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;01;Al Sector Privado;065;Fundación Chilena del Pacífico;192;192
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;34;SERVICIO DE LA DEUDA;;;;;297;297
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;34;SERVICIO DE LA DEUDA;02;Amortización Deuda Externa;;;297;297
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;08;OTROS INGRESOS CORRIENTES;;;;;2.000;2.000
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;08;OTROS INGRESOS CORRIENTES;01;Recuperaciones y Reembolsos por Licencias Médicas;;;1.000;1.000
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;08;OTROS INGRESOS CORRIENTES;99;Otros;;;1.000;1.000
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;09;APORTE FISCAL;;;;;15.750;11.892
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;09;APORTE FISCAL;01;Libre;;;15.750;11.892
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;11;VENTA DE ACTIVOS FINANCIEROS;;;;;4.141;4.141
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;4.141;4.141
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;15;SALDO INICIAL DE CAJA;;;;;0;3.858
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;21;GASTOS EN PERSONAL;;;;;13.666;13.666
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;22;BIENES Y SERVICIOS DE CONSUMO;;;;;2.547;2.547
2021;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;24;TRANSFERENCIAS CORRIENTES;;;;;5.423;5.423
