_id,Ano,Mes,Moneda,Partida,Nombre Partida,Capitulo,Nombre Capitulo,Programa,Nombre Programa,Subtitulo,Nombre Subtitulo,Item,Nombre Item,Asignacion,Nombre Asignacion,Monto Ley Inicial,Monto Ley Vigente a AGOSTO
32,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,001,Organismos Internacionales,20.120,32.120
33,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,26,OTROS GASTOS CORRIENTES,,,,,110,110
34,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,26,OTROS GASTOS CORRIENTES,02,Compensaciones por Daños a Terceros y/o a la Propiedad,,,110,110
35,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,1.876,1.876
36,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,03,Vehículos,,,200,200
37,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,04,Mobiliario y Otros,,,155,155
38,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,05,Máquinas y Equipos,,,0,15
39,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,06,Equipos Informáticos,,,539,539
40,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,802,802
41,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,99,Otros Activos no Financieros,,,180,165
42,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,31,INICIATIVAS DE INVERSIÓN,,,,,425,425
43,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,31,INICIATIVAS DE INVERSIÓN,02,Proyectos,,,425,425
44,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,32,PRÉSTAMOS,,,,,100,100
45,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,01,SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR,32,PRÉSTAMOS,07,Por Anticipos por Cambio de Residencia,,,100,100
46,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,08,OTROS INGRESOS CORRIENTES,,,,,10,10
47,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,08,OTROS INGRESOS CORRIENTES,99,Otros,,,10,10
48,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,09,APORTE FISCAL,,,,,5.100,5.100
49,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,09,APORTE FISCAL,01,Libre,,,5.100,5.100
50,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,11,VENTA DE ACTIVOS FINANCIEROS,,,,,297,297
51,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,11,VENTA DE ACTIVOS FINANCIEROS,03,Operaciones de Cambio,,,297,297
52,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,21,GASTOS EN PERSONAL,,,,,1.300,1.300
53,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,22,BIENES Y SERVICIOS DE CONSUMO,,,,,443,443
54,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,,,,,2.986,2.986
55,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,2.955,2.955
56,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,554,Negociaciones y Administración de Acuerdos,1.741,1.741
57,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,557,Defensa Comercial,173,173
58,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,560,Profundización Inserción Económica Asia,91,91
59,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,561,Programa de Defensa en Arbitrajes de Inversión Extranjera,950,950
60,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,,,31,31
61,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,001,Cooperación Técnica a Organismos Internacionales,31,31
62,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,189,189
63,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,06,Equipos Informáticos,,,58,58
64,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,131,131
65,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,33,TRANSFERENCIAS DE CAPITAL,,,,,192,192
66,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,33,TRANSFERENCIAS DE CAPITAL,01,Al Sector Privado,,,192,192
67,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,33,TRANSFERENCIAS DE CAPITAL,01,Al Sector Privado,065,Fundación Chilena del Pacífico,192,192
68,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,34,SERVICIO DE LA DEUDA,,,,,297,297
69,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,06,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,01,SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES,34,SERVICIO DE LA DEUDA,02,Amortización Deuda Externa,,,297,297
70,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,08,OTROS INGRESOS CORRIENTES,,,,,10,10
71,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,08,OTROS INGRESOS CORRIENTES,99,Otros,,,10,10
72,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,09,APORTE FISCAL,,,,,17.924,17.924
73,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,09,APORTE FISCAL,01,Libre,,,17.924,17.924
74,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,11,VENTA DE ACTIVOS FINANCIEROS,,,,,4.354,4.354
75,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,11,VENTA DE ACTIVOS FINANCIEROS,03,Operaciones de Cambio,,,4.354,4.354
76,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,21,GASTOS EN PERSONAL,,,,,13.600,13.600
77,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,22,BIENES Y SERVICIOS DE CONSUMO,,,,,2.938,2.938
78,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,24,TRANSFERENCIAS CORRIENTES,,,,,4.858,4.858
79,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,4.858,4.858
80,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,002,Estrategia de Fomento y Promoción de Inversión Extranjera,70,70
81,2022,Agosto,DOLARES,06,MINISTERIO DE RELACIONES EXTERIORES,07,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,01,DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,003,Promoción de Exportaciones Agricultura,1.804,1.804
