Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Nombre Asignación;Monto Ley Inicial;Monto Ley Vigente a AGOSTO
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;12;RECUPERACIÓN DE PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;250;250
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;15;SALDO INICIAL DE CAJA;;;;;0;909
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;21;GASTOS EN PERSONAL;;;;;89.180;86.474
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;22;BIENES Y SERVICIOS DE CONSUMO;;;;;38.295;37.706
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;;300;300
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;23;PRESTACIONES DE SEGURIDAD SOCIAL;03;Prestaciones Sociales del Empleador;;;300;300
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;;;;;33.169;32.119
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;01;Al Sector Privado;;;215;215
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;01;Al Sector Privado;003;Comunidades de Chilenos en el Exterior;35;35
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;01;Al Sector Privado;004;Consejo Chile - California;120;120
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;01;Al Sector Privado;008;Consejo Chile - Massachusetts;60;60
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;;;3.066;2.016
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;037;Programa de Actividades Específicas en el Exterior;495;214
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;614;Programa Posicionamiento de Chile en Asociaciones Estratégicas con Países Afines;15;15
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;619;Modernización de la Gestión Consular;295;295
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;625;Acercamientos Políticos y Estratégicos;38;38
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;627;Programa de Fortalecimiento de la Política Consular y Migratoria;148;148
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;629;Establecimiento y Desarrollo de Politica Cultural con Visión Global al Exterior;1.673;904
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;631;Oficina OCDE;402;402
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;06;A Gobiernos Extranjeros;;;10;10
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;06;A Gobiernos Extranjeros;002;Departamento de Estado de Estados Unidos - Aporte Global Equality Fund;10;10
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;;;29.878;29.878
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;001;Organismos Internacionales;29.878;29.878
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;26;OTROS GASTOS CORRIENTES;;;;;300;878
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;26;OTROS GASTOS CORRIENTES;02;Compensaciones por Daños a Terceros y/o a la Propiedad;;;300;878
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;3.262;1.324
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;03;Vehículos;;;778;93
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;220;100
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;05;Máquinas y Equipos;;;50;50
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;894;282
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;901;697
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;99;Otros Activos no Financieros;;;419;102
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;31;INICIATIVAS DE INVERSIÓN;;;;;993;993
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;31;INICIATIVAS DE INVERSIÓN;02;Proyectos;;;993;993
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;32;PRÉSTAMOS;;;;;250;250
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;01;SECRETARÍA Y ADMINISTRACIÓN GENERAL Y SERVICIO EXTERIOR;32;PRÉSTAMOS;07;Por Anticipos por Cambio de Residencia;;;250;250
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;08;OTROS INGRESOS CORRIENTES;;;;;0;31
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;08;OTROS INGRESOS CORRIENTES;99;Otros;;;0;31
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;09;APORTE FISCAL;;;;;7.117;6.627
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;09;APORTE FISCAL;01;Libre;;;7.117;6.627
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;11;VENTA DE ACTIVOS FINANCIEROS;;;;;297;297
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;297;297
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;15;SALDO INICIAL DE CAJA;;;;;0;220
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;21;GASTOS EN PERSONAL;;;;;1.496;1.278
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;22;BIENES Y SERVICIOS DE CONSUMO;;;;;597;515
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;;;;;4.492;4.394
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;;;4.457;4.359
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;554;Negociaciones y Administración de Acuerdos;2.676;2.578
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;557;Defensa Comercial;251;251
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;560;Profundización Inserción Económica Asia;132;132
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;03;A Otras Entidades Públicas;561;Programa de Defensa en Arbitrajes de Inversión Extranjera;1.398;1.398
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;;;35;35
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;24;TRANSFERENCIAS CORRIENTES;07;A Organismos Internacionales;001;Cooperación Técnica a Organismos Internacionales;35;35
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;25;INTEGROS AL FISCO;;;;;0;220
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;;0;220
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;;292;230
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;04;Mobiliario y Otros;;;2;2
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;06;Equipos Informáticos;;;73;11
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;07;Programas Informáticos;;;217;217
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;;;;;240;240
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;01;Al Sector Privado;;;240;240
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;33;TRANSFERENCIAS DE CAPITAL;01;Al Sector Privado;065;Fundación Chilena del Pacífico;240;240
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;34;SERVICIO DE LA DEUDA;;;;;297;297
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;34;SERVICIO DE LA DEUDA;02;Amortización Deuda Externa;;;297;297
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;06;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;01;SUBSECRETARÍA DE RELACIONES ECONÓMICAS INTERNACIONALES;35;SALDO FINAL DE CAJA;;;;;0;1
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;09;APORTE FISCAL;;;;;19.782;16.735
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;09;APORTE FISCAL;01;Libre;;;19.782;16.735
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;11;VENTA DE ACTIVOS FINANCIEROS;;;;;5.933;4.906
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;11;VENTA DE ACTIVOS FINANCIEROS;03;Operaciones de Cambio;;;5.933;4.906
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;21;GASTOS EN PERSONAL;;;;;16.317;14.177
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;22;BIENES Y SERVICIOS DE CONSUMO;;;;;2.176;2.176
2020;Agosto;DOLARES;06;MINISTERIO DE RELACIONES EXTERIORES;07;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;01;DIRECCIÓN GENERAL DE PROMOCIÓN DE EXPORTACIONES;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;;0;104
